Total_disabled_population_Males,Total_disabled_population_Females,Main_worker_Males,Main_worker_Females,Marginal_worker_Less_than_3_months_Males,Marginal_worker_Less_than_3months_Females,Marginal_worker_3to6_months_Males,Marginal_worker_3to6_months_Females,Non_worker_Males,Non_worker_Females,Total_Rural_Urban_Rural,Total_Rural_Urban_Total,Total_Rural_Urban_Urban,Disability_Any_Other,Disability_In_Hearing,Disability_In_Movement,Disability_In_Seeing,Disability_In_Speech,Disability_Mental_Illness,Disability_Mental_Retardation,Disability_Multiple_Disability,Disability_Total,Age_group_0to14,Age_group_15to59,Age_group_60+,Age_group_AgeNotStated,Age_group_Total
13321,8466,4543,693,188,130,705,468,7885,7175,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3820,2297,37,15,11,7,34,26,3738,2249,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8112,5134,4080,612,156,113,611,410,3265,3999,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1378,1025,425,66,21,10,59,32,873,917,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11,10,1,0,0,0,1,0,9,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
72761,43265,27254,3465,1401,663,4694,2057,39412,37080,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6817,3906,90,30,21,12,43,21,6663,3843,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
50881,25934,24218,3053,1188,526,4131,1752,21344,20603,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14990,13384,2913,378,192,124,514,283,11371,12599,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
73,41,33,4,0,1,6,1,34,35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19268,10802,3357,515,291,159,800,402,14820,9726,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4474,2888,52,14,7,12,25,20,4390,2842,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13630,7023,3053,451,260,138,727,352,9590,6082,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1141,882,248,48,24,9,47,30,822,795,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23,9,4,2,0,0,1,0,18,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10298,5893,1708,242,188,64,422,175,7980,5412,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1358,889,16,5,4,0,8,6,1330,878,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7874,4082,1517,216,173,55,386,157,5798,3654,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1060,913,175,21,11,9,27,12,847,871,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,9,0,0,0,0,1,0,5,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
67528,49293,28951,5031,1268,870,5415,3327,31894,40065,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14904,11949,226,107,43,33,152,122,14483,11687,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43771,30082,25571,4410,1063,698,4711,2875,12426,22099,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8636,7113,3097,500,161,138,541,324,4837,6151,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
217,149,57,14,1,1,11,6,148,128,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
27817,19433,3882,665,321,149,902,427,22712,18192,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6299,3541,43,22,14,3,34,21,6208,3495,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13662,7381,2934,452,198,103,668,298,9862,6528,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7812,8482,900,186,108,43,195,104,6609,8149,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44,29,5,5,1,0,5,4,33,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
208784,148879,70080,11880,4115,3070,14274,9690,120315,124239,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
37996,27465,426,210,144,128,298,243,37128,26884,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
125610,77200,59128,9965,3138,2251,11910,8099,51434,56885,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
44839,43964,10444,1681,829,690,2050,1337,31516,40256,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
339,250,82,24,4,1,16,11,237,214,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29219,26518,10152,1786,613,594,2127,1605,16327,22533,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4287,3388,46,24,26,26,29,25,4186,3313,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13022,9930,7168,1300,336,335,1471,1199,4047,7096,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11875,13161,2927,456,250,233,627,380,8071,12092,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35,39,11,6,1,0,0,1,23,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35029,31392,13519,3087,598,660,2540,2587,18372,25058,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7883,6786,118,84,33,41,117,102,7615,6559,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18794,15795,11111,2585,408,466,2009,2152,5266,10592,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8299,8753,2281,410,156,153,411,328,5451,7862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
53,58,9,8,1,0,3,5,40,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9035,5543,2963,466,138,122,536,398,5398,4557,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2769,1603,20,10,9,7,21,13,2719,1573,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5340,3272,2641,408,112,106,477,358,2110,2400,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
920,662,302,48,17,9,38,27,563,578,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6,6,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
52540,29743,19132,2383,1163,603,3686,1760,28559,24997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5030,2908,60,21,19,12,31,17,4920,2858,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36983,17863,17083,2106,986,477,3274,1507,15640,13773,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10475,8939,1966,254,158,114,376,235,7975,8336,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52,33,23,2,0,0,5,1,24,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13044,7116,2271,340,241,148,600,337,9932,6291,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3164,2020,36,8,5,11,15,12,3108,1989,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9096,4480,2068,292,217,129,549,298,6262,3761,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
767,613,164,38,19,8,35,27,549,540,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17,3,3,2,0,0,1,0,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6820,3837,1207,186,154,58,325,151,5134,3442,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
917,595,11,4,4,0,6,5,896,586,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5181,2619,1075,167,141,49,300,136,3665,2267,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
718,618,121,15,9,9,18,10,570,584,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4,5,0,0,0,0,1,0,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
43340,31034,18362,3212,965,752,3807,2516,20206,24554,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9450,7705,110,48,34,28,67,56,9239,7573,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
27917,18467,16160,2830,795,596,3340,2213,7622,12828,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5823,4766,2057,328,135,127,394,243,3237,4068,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
150,96,35,6,1,1,6,4,108,85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19757,13696,2474,420,243,133,653,336,16387,12807,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4496,2460,25,11,14,3,12,13,4445,2433,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9277,4774,1822,277,143,93,490,236,6822,4168,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5962,6452,626,132,85,37,151,87,5100,6196,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,10,1,0,1,0,0,0,20,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
106749,81962,40212,6841,1207,390,5937,2904,59393,71827,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20601,15453,380,200,27,9,381,313,19813,14931,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
68043,48862,34869,5842,991,324,4851,2242,27332,40454,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
17896,17486,4896,779,188,56,685,343,12127,16308,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
209,161,67,20,1,1,20,6,121,134,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14405,12560,6223,1076,213,73,810,358,7159,11053,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2473,2029,44,25,5,1,47,33,2377,1970,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8205,6657,5020,861,150,59,617,261,2418,5476,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3701,3862,1148,190,58,13,144,64,2351,3595,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26,12,11,0,0,0,2,0,13,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25887,23219,10703,2161,241,98,1796,1188,13147,19772,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6282,5245,134,84,7,2,190,180,5951,4979,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
15702,14044,9325,1867,197,82,1430,885,4750,11210,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3843,3875,1226,205,36,14,170,123,2411,3533,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
60,55,18,5,1,0,6,0,35,50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4286,2923,1580,227,50,8,169,70,2487,2618,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1051,694,17,5,2,0,13,13,1019,676,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2772,1862,1439,204,44,7,134,52,1155,1599,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
458,363,123,18,4,1,21,5,310,339,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5,4,1,0,0,0,1,0,3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20221,13522,8122,1082,238,60,1008,297,10853,12083,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1787,998,30,9,2,0,12,4,1743,985,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13898,8071,7135,947,202,49,857,245,5704,6830,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4515,4445,947,124,34,10,138,48,3396,4263,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21,8,10,2,0,1,1,0,10,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6224,3686,1086,175,50,11,200,65,4888,3435,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1310,868,16,6,2,1,10,8,1282,853,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4534,2543,985,159,43,9,178,54,3328,2321,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
374,269,84,10,5,1,12,3,273,255,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6,6,1,0,0,0,0,0,5,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3478,2056,501,56,34,6,97,24,2846,1970,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
441,294,5,1,0,0,2,1,434,292,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2693,1463,442,49,32,6,86,21,2133,1387,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
342,295,54,6,2,0,9,2,277,287,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,4,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24188,18259,10589,1819,303,118,1608,811,11688,15511,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5454,4244,116,59,9,5,85,66,5244,4114,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15854,11615,9411,1580,268,102,1371,662,4804,9271,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2813,2347,1040,172,26,11,147,81,1600,2083,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
67,53,22,8,0,0,5,2,40,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8060,5737,1408,245,78,16,249,91,6325,5385,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1803,1081,18,11,0,0,22,8,1763,1062,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4385,2607,1112,175,55,10,178,62,3040,2360,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1850,2030,274,54,23,6,44,17,1509,1953,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,19,4,5,0,0,5,4,13,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
138379,96503,52895,7256,875,232,3248,1067,81361,87948,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
23371,17171,230,80,9,4,91,50,23041,17037,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
89734,54096,47429,6352,727,178,2748,846,38830,46720,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25004,25081,5112,812,139,50,400,168,19353,24051,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
270,155,124,12,0,0,9,3,137,140,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16864,13260,7407,1161,79,29,395,157,8983,11913,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2702,2056,25,9,1,0,15,10,2661,2037,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10055,6855,6339,995,57,21,315,119,3344,5720,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4075,4325,1026,154,21,8,64,25,2964,4138,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32,24,17,3,0,0,1,3,14,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19277,15222,9511,1260,96,37,516,275,9154,13650,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3342,2931,46,18,2,0,16,18,3278,2895,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11939,8441,8513,1101,73,28,437,223,2916,7089,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3907,3819,896,137,21,9,59,34,2931,3639,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
89,31,56,4,0,0,4,0,29,27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8946,6148,3843,579,51,19,221,75,4831,5475,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2256,1585,32,8,1,0,9,2,2214,1575,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5893,3976,3585,539,48,15,189,71,2071,3351,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
778,578,217,32,2,4,20,2,539,540,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19,9,9,0,0,0,3,0,7,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40727,26656,17636,2196,345,78,1100,263,21646,24119,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3381,2302,37,12,1,1,11,3,3332,2286,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27723,14469,15780,1895,292,62,941,204,10710,12308,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9592,9865,1803,287,52,15,148,56,7589,9507,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,20,16,2,0,0,0,0,15,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10385,5953,1354,171,44,6,126,30,8861,5746,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2502,1569,15,4,1,1,4,3,2482,1561,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7443,4046,1273,155,40,5,115,23,6015,3863,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
428,332,64,12,3,0,7,4,354,316,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12,6,2,0,0,0,0,0,10,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6292,3754,897,105,51,11,119,22,5225,3616,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
948,568,8,2,0,0,1,1,939,565,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4751,2702,836,94,49,11,111,18,3755,2579,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
590,483,53,9,2,0,7,3,528,471,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21783,15230,9991,1474,160,29,602,197,11030,13530,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4786,3892,52,21,3,0,26,10,4705,3861,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14480,9393,9261,1346,130,25,517,164,4572,7858,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2448,1894,654,104,27,4,58,23,1709,1763,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
69,51,24,3,0,0,1,0,44,48,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
14105,10280,2256,310,49,23,169,48,11631,9899,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3454,2268,15,6,0,2,9,3,3430,2257,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7450,4214,1842,227,38,11,123,24,5447,3952,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3186,3785,399,77,11,10,37,21,2739,3677,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15,13,0,0,0,0,0,0,15,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3668,2448,1258,165,40,6,126,50,2244,2227,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
703,459,8,0,0,0,2,2,693,457,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2237,1262,1107,141,32,5,109,38,989,1078,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
724,720,143,24,8,1,15,10,558,685,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4,7,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
430,362,185,28,0,0,17,4,228,330,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
71,54,1,0,0,0,1,0,69,54,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
217,151,142,21,0,0,10,4,65,126,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
141,157,42,7,0,0,6,0,93,150,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
432,393,166,17,4,0,11,18,251,358,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
98,71,0,0,0,0,0,1,98,70,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
222,194,142,14,4,0,11,12,65,168,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
112,128,24,3,0,0,0,5,88,120,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
208,131,72,15,4,1,7,0,125,115,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71,44,1,0,0,0,0,0,70,44,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
121,77,69,14,3,1,6,0,43,62,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16,10,2,1,1,0,1,0,12,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1198,687,473,59,17,2,56,13,652,613,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
116,59,1,0,0,0,0,0,115,59,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
819,398,428,51,14,1,50,10,327,336,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
262,229,44,8,3,1,6,3,209,217,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
245,105,26,3,2,0,5,1,212,101,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
54,35,0,0,0,0,0,1,54,34,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
182,64,25,3,2,0,5,0,150,61,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,6,1,0,0,0,0,0,8,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
172,75,27,1,4,0,4,0,137,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28,9,1,0,0,0,0,0,27,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
127,55,26,1,4,0,3,0,94,54,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17,11,0,0,0,0,1,0,16,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
586,419,257,32,7,3,21,11,301,373,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
149,126,2,0,0,0,1,0,146,126,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
370,227,235,29,4,3,19,11,112,184,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
65,60,20,3,3,0,1,0,41,57,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,6,0,0,0,0,0,0,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
397,276,52,10,2,0,5,3,338,263,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
116,61,2,0,0,0,0,0,114,61,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
179,96,40,8,1,0,5,1,133,87,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
102,119,10,2,1,0,0,2,91,115,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
134711,94055,51637,7091,835,226,3122,1017,79117,85721,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22668,16712,222,80,9,4,89,48,22348,16580,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
87497,52834,46322,6211,695,173,2639,808,37841,45642,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
24280,24361,4969,788,131,49,385,158,18795,23366,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
266,148,124,12,0,0,9,3,133,133,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16434,12898,7222,1133,79,29,378,153,8755,11583,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2631,2002,24,9,1,0,14,10,2592,1983,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9838,6704,6197,974,57,21,305,115,3279,5594,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3934,4168,984,147,21,8,58,25,2871,3988,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31,24,17,3,0,0,1,3,13,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18845,14829,9345,1243,92,37,505,257,8903,13292,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3244,2860,46,18,2,0,16,17,3180,2825,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11717,8247,8371,1087,69,28,426,211,2851,6921,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3795,3691,872,134,21,9,59,29,2843,3519,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
89,31,56,4,0,0,4,0,29,27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8738,6017,3771,564,47,18,214,75,4706,5360,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2185,1541,31,8,1,0,9,2,2144,1531,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5772,3899,3516,525,45,14,183,71,2028,3289,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
762,568,215,31,1,4,19,2,527,531,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19,9,9,0,0,0,3,0,7,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39529,25969,17163,2137,328,76,1044,250,20994,23506,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3265,2243,36,12,1,1,11,3,3217,2227,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26904,14071,15352,1844,278,61,891,194,10383,11972,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9330,9636,1759,279,49,14,142,53,7380,9290,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,19,16,2,0,0,0,0,14,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10140,5848,1328,168,42,6,121,29,8649,5645,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2448,1534,15,4,1,1,4,2,2428,1527,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7261,3982,1248,152,38,5,110,23,5865,3802,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
419,326,63,12,3,0,7,4,346,310,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
