Total_disabled_population_Persons,Total_disabled_population_Males,Total_disabled_population_Females,Main_worker_Persons,Main_worker_Males,Main_worker_Females,Marginal_worker_Less_than_3_months_Persons,Marginal_worker_Less_than_3_months_Males,Marginal_worker_Less_than_3months_Females,Marginal_worker_3to6_months_Persons,Marginal_worker_3to6_months_Males,Marginal_worker_3to6_months_Females,Non_worker_Persons,Non_worker_Males,Non_worker_Females
3.3302265e-05,3.4092594e-05,3.2300613e-05,3.580631e-05,3.531657e-05,3.7570397e-05,2.3734405e-05,2.11481e-05,2.7041435e-05,6.306053e-05,6.186525e-05,6.4764885e-05,2.8821469e-05,2.930859e-05,2.8400278e-05
0.0011522658,0.0011069751,0.0012096664,0.0011765955,0.0011341559,0.0013294647,0.0008357901,0.00081571244,0.00086146285,0.0016271457,0.0015294028,0.0017665181,0.001092814,0.0010322435,0.0011451866
0.0015307481,0.0016834802,0.0013371777,0.0008900017,0.000872118,0.00095441984,0.0025463626,0.0026646606,0.0023950986,0.0014605186,0.0013766974,0.0015800399,0.0017666623,0.0022520872,0.0013469378
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00032228237,0.0003181753,0.00032748762,0.00032927486,0.0003689026,0.00018653371,0.00026955502,0.00036253885,0.00015065943,0.00028814518,0.00034848144,0.00020211111,0.00032558886,0.0002764103,0.0003681113
0.038330607,0.036372926,0.04081174,0.034406714,0.035315838,0.031132016,0.041511476,0.04187626,0.041045036,0.049820118,0.050342645,0.049075034,0.038363367,0.034619004,0.041600946
1.4917028e-07,1.3343481e-07,1.6911315e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.343209e-07,2.5266027e-07,2.1846368e-07
0.028107557,0.026597893,0.030020883,0.02456757,0.024870915,0.023474906,0.036761202,0.035991047,0.03774598,0.039265994,0.039248407,0.03929107,0.027836325,0.025356604,0.029980425
0.0032153279,0.0030619951,0.0034096595,0.003237034,0.0034829823,0.0023511157,0.0064625395,0.0071208673,0.0056207553,0.005126775,0.0058795474,0.0040533887,0.0028509821,0.002147107,0.0034595907
0.00012578783,0.00012389422,0.00012818778,0.0001281866,0.00011674596,0.00016939634,0.00012545328,0.00014199439,0.00010430268,0.0002186405,0.00022396784,0.0002110442,0.000113001246,0.00011192849,0.00011392881
4.3333963e-05,4.6902333e-05,3.8811468e-05,1.145802e-06,1.4638993e-06,0.0,0.0,0.0,0.0,1.8411832e-06,1.5662088e-06,2.233272e-06,6.7367255e-05,8.754678e-05,4.991895e-05
2.946113e-06,3.0690005e-06,2.790367e-06,2.864505e-07,3.659748e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.510677e-06,5.5585256e-06,3.6046506e-06
0.00088428135,0.00091456214,0.000845904,0.00035863603,0.00040330424,0.00019773892,0.000118672026,0.00014199439,8.885043e-05,9.6201824e-05,0.00012842912,5.024862e-05,0.0012260254,0.0014266461,0.001052558
